student_id,subject_id,grade
991610,4KUBE,55.0
991610,4PENE,76.0
991610,4VIRT,55.0
991610,4CHGM,83.0
991610,4DVOP,59.0
991610,4MLSP,64.0
880424,4ARCH,59.0
880424,4CCNA,60.0
880424,4DATA,56.0
880424,4DOKR,39.0
880424,4GDPR,51.0
880424,4KUBE,75.0
880424,4PENE,63.0
880424,4VIRT,48.0
880424,4CHGM,62.0
880424,4DVOP,67.0
880424,4MLSP,30.0
116598,4ARCH,50.0
116598,4CCNA,51.0
116598,4DATA,44.0
116598,4DOKR,44.0
116598,4GDPR,48.0
116598,4KUBE,42.0
116598,4PENE,55.0
116598,4VIRT,50.0
116598,4CHGM,87.0
116598,4DVOP,38.0
116598,4MLSP,52.0
229516,4ARCH,46.0
229516,4CCNA,57.0
229516,4DATA,89.0
229516,4DOKR,49.0
229516,4GDPR,40.0
229516,4KUBE,53.0
229516,4PENE,26.0
229516,4VIRT,59.0
229516,4CHGM,43.0
229516,4DVOP,49.0
229516,4MLSP,77.0
595894,4ARCH,76.0
595894,4CCNA,71.0
595894,4DATA,61.0
595894,4DOKR,75.0
595894,4GDPR,27.0
595894,4KUBE,45.0
595894,4PENE,63.0
595894,4VIRT,38.0
595894,4CHGM,45.0
595894,4DVOP,48.0
595894,4MLSP,71.0
997768,4ARCH,27.0
997768,4CCNA,32.0
997768,4DATA,51.0
997768,4DOKR,78.0
997768,4GDPR,42.0
997768,4KUBE,64.0
997768,4PENE,59.0
997768,4VIRT,65.0
997768,4CHGM,48.0
997768,4DVOP,49.0
997768,4MLSP,31.0
525210,4ARCH,68.0
525210,4CCNA,37.0
525210,4DATA,72.0
525210,4DOKR,47.0
525210,4GDPR,70.0
525210,4KUBE,41.0
525210,4PENE,64.0
525210,4VIRT,86.0
525210,4CHGM,46.0
525210,4DVOP,75.0
525210,4MLSP,46.0
395114,4ARCH,60.0
395114,4CCNA,50.0
395114,4DATA,88.0
395114,4DOKR,53.0
395114,4GDPR,73.0
395114,4KUBE,41.0
395114,4PENE,44.0
395114,4VIRT,66.0
395114,4CHGM,76.0
395114,4DVOP,63.0
395114,4MLSP,40.0
327801,4ARCH,59.0
327801,4CCNA,68.0
327801,4DATA,44.0
327801,4DOKR,56.0
327801,4GDPR,60.0
327801,4KUBE,63.0
327801,4PENE,75.0
327801,4VIRT,51.0
327801,4CHGM,73.0
327801,4DVOP,75.0
327801,4MLSP,75.0
733519,4ARCH,58.0
733519,4CCNA,59.0
733519,4DATA,55.0
733519,4DOKR,34.0
733519,4GDPR,49.0
733519,4KUBE,46.0
733519,4PENE,68.0
733519,4VIRT,71.0
733519,4CHGM,46.0
733519,4DVOP,82.0
733519,4MLSP,52.0
366696,4ARCH,66.0
366696,4CCNA,91.0
366696,4DATA,61.0
366696,4DOKR,74.0
366696,4GDPR,56.0
366696,4KUBE,86.0
366696,4PENE,75.0
366696,4VIRT,76.0
366696,4CHGM,56.0
366696,4DVOP,50.0
366696,4MLSP,80.0
126204,4ARCH,38.0
126204,4CCNA,57.0
126204,4DATA,57.0
126204,4DOKR,62.0
126204,4GDPR,46.0
126204,4KUBE,66.0
126204,4PENE,64.0
126204,4VIRT,76.0
126204,4CHGM,56.0
126204,4DVOP,48.0
126204,4MLSP,59.0
938404,4ARCH,36.0
938404,4CCNA,54.0
938404,4DATA,65.0
938404,4DOKR,55.0
938404,4GDPR,60.0
938404,4KUBE,76.0
938404,4PENE,85.0
938404,4VIRT,33.0
938404,4CHGM,49.0
938404,4DVOP,46.0
938404,4MLSP,41.0
869985,4ARCH,79.0
869985,4CCNA,45.0
869985,4DATA,45.0
869985,4DOKR,68.0
869985,4GDPR,59.0
869985,4KUBE,45.0
869985,4PENE,60.0
869985,4VIRT,77.0
869985,4CHGM,30.0
869985,4DVOP,65.0
869985,4MLSP,59.0
320078,4ARCH,68.0
320078,4CCNA,67.0
320078,4DATA,67.0
320078,4DOKR,74.0
320078,4GDPR,65.0
320078,4KUBE,53.0
320078,4PENE,53.0
320078,4VIRT,65.0
320078,4CHGM,44.0
320078,4DVOP,48.0
320078,4MLSP,60.0
150558,4ARCH,34.0
150558,4CCNA,55.0
150558,4DATA,62.0
150558,4DOKR,64.0
150558,4GDPR,71.0
150558,4KUBE,62.0
150558,4PENE,50.0
150558,4VIRT,67.0
150558,4CHGM,23.0
150558,4DVOP,49.0
150558,4MLSP,63.0
229942,4ARCH,81.0
229942,4CCNA,31.0
229942,4DATA,62.0
229942,4DOKR,66.0
229942,4GDPR,78.0
229942,4KUBE,57.0
229942,4PENE,39.0
229942,4VIRT,76.0
229942,4CHGM,47.0
229942,4DVOP,39.0
229942,4MLSP,31.0
587110,4ARCH,44.0
587110,4CCNA,61.0
587110,4DATA,35.0
587110,4DOKR,45.0
587110,4GDPR,65.0
587110,4KUBE,70.0
587110,4PENE,62.0
587110,4VIRT,87.0
587110,4CHGM,68.0
587110,4DVOP,59.0
587110,4MLSP,32.0
667795,4ARCH,67.0
667795,4CCNA,61.0
667795,4DATA,65.0
667795,4DOKR,65.0
667795,4GDPR,71.0
667795,4KUBE,70.0
667795,4PENE,48.0
667795,4VIRT,49.0
667795,4CHGM,38.0
667795,4DVOP,74.0
667795,4MLSP,45.0
394971,4ARCH,71.0
394971,4CCNA,63.0
394971,4DATA,63.0
394971,4DOKR,49.0
394971,4GDPR,48.0
394971,4KUBE,64.0
394971,4PENE,41.0
394971,4VIRT,65.0
394971,4CHGM,47.0
394971,4DVOP,57.0
394971,4MLSP,82.0
763714,4ARCH,41.0
763714,4CCNA,66.0
763714,4DATA,69.0
763714,4DOKR,58.0
763714,4GDPR,61.0
763714,4KUBE,72.0
763714,4PENE,57.0
763714,4VIRT,79.0
763714,4CHGM,72.0
763714,4DVOP,65.0
763714,4MLSP,52.0
184106,4ARCH,64.0
184106,4CCNA,66.0
184106,4DATA,49.0
184106,4DOKR,59.0
184106,4GDPR,53.0
184106,4KUBE,55.0
184106,4PENE,58.0
184106,4VIRT,42.0
184106,4CHGM,49.0
184106,4DVOP,55.0
184106,4MLSP,58.0
616901,4ARCH,78.0
616901,4CCNA,49.0
616901,4DATA,58.0
616901,4DOKR,66.0
616901,4GDPR,63.0
616901,4KUBE,57.0
616901,4PENE,78.0
616901,4VIRT,78.0
616901,4CHGM,45.0
616901,4DVOP,54.0
616901,4MLSP,49.0
331499,4ARCH,63.0
331499,4CCNA,57.0
331499,4DATA,72.0
331499,4DOKR,72.0
331499,4GDPR,69.0
331499,4KUBE,81.0
331499,4PENE,38.0
331499,4VIRT,46.0
331499,4CHGM,64.0
331499,4DVOP,62.0
331499,4MLSP,39.0
335604,4ARCH,40.0
335604,4CCNA,95.0
335604,4DATA,87.0
335604,4DOKR,53.0
335604,4GDPR,49.0
335604,4KUBE,56.0
335604,4PENE,28.0
335604,4VIRT,73.0
335604,4CHGM,12.0
335604,4DVOP,51.0
335604,4MLSP,32.0
929194,4ARCH,54.0
929194,4CCNA,60.0
929194,4DATA,42.0
929194,4DOKR,94.0
929194,4GDPR,75.0
929194,4KUBE,64.0
929194,4PENE,89.0
929194,4VIRT,57.0
929194,4CHGM,77.0
929194,4DVOP,84.0
929194,4MLSP,45.0
595210,4ARCH,74.0
595210,4CCNA,55.0
595210,4DATA,90.0
595210,4DOKR,45.0
595210,4GDPR,71.0
595210,4KUBE,43.0
595210,4PENE,50.0
595210,4VIRT,69.0
595210,4CHGM,63.0
595210,4DVOP,68.0
595210,4MLSP,51.0
469005,4ARCH,33.0
469005,4CCNA,58.0
469005,4DATA,87.0
469005,4DOKR,53.0
469005,4GDPR,50.0
469005,4KUBE,59.0
469005,4PENE,81.0
469005,4VIRT,41.0
469005,4CHGM,68.0
469005,4DVOP,49.0
469005,4MLSP,55.0
223458,4ARCH,45.0
223458,4CCNA,71.0
223458,4DATA,65.0
223458,4DOKR,63.0
223458,4GDPR,58.0
223458,4KUBE,71.0
223458,4PENE,84.0
223458,4VIRT,79.0
223458,4CHGM,57.0
223458,4DVOP,51.0
223458,4MLSP,62.0
958461,4ARCH,97.0
958461,4CCNA,84.0
958461,4DATA,92.0
958461,4DOKR,73.0
958461,4GDPR,50.0
958461,4KUBE,49.0
958461,4PENE,48.0
958461,4VIRT,63.0
958461,4CHGM,60.0
958461,4DVOP,25.0
958461,4MLSP,84.0
559652,4ARCH,64.0
559652,4CCNA,76.0
559652,4DATA,58.0
559652,4DOKR,32.0
559652,4GDPR,95.0
559652,4KUBE,88.0
559652,4PENE,61.0
559652,4VIRT,73.0
559652,4CHGM,76.0
559652,4DVOP,53.0
559652,4MLSP,51.0
794651,4ARCH,36.0
794651,4CCNA,56.0
794651,4DATA,39.0
794651,4DOKR,97.0
794651,4GDPR,68.0
794651,4KUBE,51.0
794651,4PENE,61.0
794651,4VIRT,82.0
794651,4CHGM,43.0
794651,4DVOP,54.0
794651,4MLSP,81.0
269996,4ARCH,54.0
269996,4CCNA,87.0
269996,4DATA,69.0
269996,4DOKR,51.0
269996,4GDPR,46.0
269996,4KUBE,62.0
269996,4PENE,67.0
269996,4VIRT,68.0
269996,4CHGM,26.0
269996,4DVOP,69.0
269996,4MLSP,82.0
565865,4ARCH,63.0
565865,4CCNA,66.0
565865,4DATA,27.0
565865,4DOKR,47.0
565865,4GDPR,46.0
565865,4KUBE,53.0
565865,4PENE,58.0
565865,4VIRT,54.0
565865,4CHGM,61.0
565865,4DVOP,81.0
565865,4MLSP,66.0
977112,4ARCH,82.0
977112,4CCNA,45.0
977112,4DATA,64.0
977112,4DOKR,67.0
977112,4GDPR,48.0
977112,4KUBE,57.0
977112,4PENE,69.0
977112,4VIRT,71.0
977112,4CHGM,71.0
977112,4DVOP,42.0
977112,4MLSP,54.0
801291,4ARCH,60.0
801291,4CCNA,60.0
801291,4DATA,79.0
801291,4DOKR,37.0
801291,4GDPR,54.0
801291,4KUBE,70.0
801291,4PENE,63.0
801291,4VIRT,50.0
801291,4CHGM,52.0
801291,4DVOP,61.0
801291,4MLSP,49.0
169047,4ARCH,64.0
169047,4CCNA,58.0
169047,4DATA,39.0
169047,4DOKR,52.0
169047,4GDPR,88.0
169047,4KUBE,89.0
169047,4PENE,30.0
169047,4VIRT,68.0
169047,4CHGM,66.0
169047,4DVOP,70.0
169047,4MLSP,68.0
590126,4ARCH,64.0
590126,4CCNA,27.0
590126,4DATA,73.0
590126,4DOKR,30.0
590126,4GDPR,60.0
590126,4KUBE,80.0
590126,4PENE,31.0
590126,4VIRT,58.0
590126,4CHGM,68.0
590126,4DVOP,68.0
590126,4MLSP,62.0
417593,4ARCH,60.0
417593,4CCNA,74.0
417593,4DATA,40.0
417593,4DOKR,53.0
417593,4GDPR,65.0
417593,4KUBE,54.0
417593,4PENE,49.0
417593,4VIRT,50.0
417593,4CHGM,29.0
417593,4DVOP,66.0
417593,4MLSP,67.0
207972,4ARCH,76.0
207972,4CCNA,44.0
207972,4DATA,47.0
207972,4DOKR,60.0
207972,4GDPR,92.0
207972,4KUBE,48.0
207972,4PENE,70.0
207972,4VIRT,61.0
207972,4CHGM,79.0
207972,4DVOP,71.0
207972,4MLSP,95.0
694528,4ARCH,60.0
694528,4CCNA,34.0
694528,4DATA,63.0
694528,4DOKR,78.0
694528,4GDPR,48.0
694528,4KUBE,37.0
694528,4PENE,48.0
694528,4VIRT,30.0
694528,4CHGM,69.0
694528,4DVOP,44.0
694528,4MLSP,51.0
292573,4ARCH,45.0
292573,4CCNA,67.0
292573,4DATA,79.0
292573,4DOKR,38.0
292573,4GDPR,51.0
292573,4KUBE,41.0
292573,4PENE,75.0
292573,4VIRT,64.0
292573,4CHGM,76.0
292573,4DVOP,51.0
292573,4MLSP,67.0
861964,4ARCH,54.0
861964,4CCNA,50.0
861964,4DATA,59.0
861964,4DOKR,61.0
861964,4GDPR,21.0
861964,4KUBE,58.0
861964,4PENE,52.0
861964,4VIRT,66.0
861964,4CHGM,57.0
861964,4DVOP,69.0
861964,4MLSP,61.0
737646,4ARCH,41.0
737646,4CCNA,63.0
737646,4DATA,53.0
737646,4DOKR,46.0
737646,4GDPR,68.0
737646,4KUBE,76.0
737646,4PENE,73.0
737646,4VIRT,26.0
737646,4CHGM,69.0
737646,4DVOP,63.0
737646,4MLSP,48.0
241203,4ARCH,36.0
241203,4CCNA,66.0
241203,4DATA,57.0
241203,4DOKR,49.0
241203,4GDPR,42.0
241203,4KUBE,43.0
241203,4PENE,54.0
241203,4VIRT,71.0
241203,4CHGM,49.0
241203,4DVOP,35.0
241203,4MLSP,51.0
257211,4ARCH,38.0
257211,4CCNA,44.0
257211,4DATA,38.0
257211,4DOKR,64.0
257211,4GDPR,63.0
257211,4KUBE,55.0
257211,4PENE,77.0
257211,4VIRT,72.0
257211,4CHGM,49.0
257211,4DVOP,68.0
257211,4MLSP,77.0
600055,4ARCH,50.0
600055,4CCNA,65.0
600055,4DATA,67.0
600055,4DOKR,68.0
600055,4GDPR,84.0
600055,4KUBE,84.0
600055,4PENE,36.0
600055,4VIRT,67.0
600055,4CHGM,41.0
600055,4DVOP,67.0
600055,4MLSP,45.0
365566,4ARCH,76.0
365566,4CCNA,38.0
365566,4DATA,81.0
365566,4DOKR,78.0
365566,4GDPR,41.0
365566,4KUBE,62.0
365566,4PENE,78.0
365566,4VIRT,48.0
365566,4CHGM,60.0
365566,4DVOP,62.0
365566,4MLSP,83.0
926168,4ARCH,63.0
926168,4CCNA,64.0
926168,4DATA,40.0
926168,4DOKR,47.0
926168,4GDPR,43.0
926168,4KUBE,64.0
926168,4PENE,79.0
926168,4VIRT,69.0
926168,4CHGM,65.0
926168,4DVOP,64.0
926168,4MLSP,60.0
233554,4ARCH,27.0
233554,4CCNA,70.0
233554,4DATA,73.0
233554,4DOKR,66.0
233554,4GDPR,59.0
233554,4KUBE,59.0
233554,4PENE,46.0
233554,4VIRT,78.0
233554,4CHGM,49.0
233554,4DVOP,53.0
233554,4MLSP,46.0
208170,4ARCH,98.0
208170,4CCNA,66.0
208170,4DATA,55.0
208170,4DOKR,97.0
208170,4GDPR,62.0
208170,4KUBE,47.0
208170,4PENE,58.0
208170,4VIRT,73.0
208170,4CHGM,74.0
208170,4DVOP,34.0
208170,4MLSP,56.0
937608,4ARCH,56.0
937608,4CCNA,60.0
937608,4DATA,39.0
937608,4DOKR,78.0
937608,4GDPR,53.0
937608,4KUBE,66.0
937608,4PENE,46.0
937608,4VIRT,74.0
937608,4CHGM,79.0
937608,4DVOP,73.0
937608,4MLSP,48.0
391857,4ARCH,83.0
391857,4CCNA,53.0
391857,4DATA,79.0
391857,4DOKR,95.0
391857,4GDPR,58.0
391857,4KUBE,57.0
391857,4PENE,78.0
391857,4VIRT,68.0
391857,4CHGM,63.0
391857,4DVOP,38.0
391857,4MLSP,88.0
186098,4ARCH,56.0
186098,4CCNA,68.0
186098,4DATA,50.0
186098,4DOKR,54.0
186098,4GDPR,88.0
186098,4KUBE,59.0
186098,4PENE,71.0
186098,4VIRT,58.0
186098,4CHGM,64.0
186098,4DVOP,71.0
186098,4MLSP,31.0
722092,4ARCH,54.0
722092,4CCNA,87.0
722092,4DATA,60.0
722092,4DOKR,47.0
722092,4GDPR,76.0
722092,4KUBE,57.0
722092,4PENE,68.0
722092,4VIRT,54.0
722092,4CHGM,69.0
722092,4DVOP,58.0
722092,4MLSP,30.0
879941,4ARCH,74.0
879941,4CCNA,61.0
879941,4DATA,57.0
879941,4DOKR,67.0
879941,4GDPR,44.0
879941,4KUBE,29.0
879941,4PENE,77.0
879941,4VIRT,58.0
879941,4CHGM,69.0
879941,4DVOP,73.0
879941,4MLSP,31.0
397833,4ARCH,52.0
397833,4CCNA,48.0
397833,4DATA,48.0
397833,4DOKR,58.0
397833,4GDPR,58.0
397833,4KUBE,37.0
397833,4PENE,82.0
397833,4VIRT,74.0
397833,4CHGM,52.0
397833,4DVOP,66.0
397833,4MLSP,52.0
591576,4ARCH,30.0
591576,4CCNA,87.0
591576,4DATA,69.0
591576,4DOKR,41.0
591576,4GDPR,78.0
591576,4KUBE,47.0
591576,4PENE,29.0
591576,4VIRT,50.0
591576,4CHGM,73.0
591576,4DVOP,72.0
591576,4MLSP,47.0
610331,4ARCH,70.0
610331,4CCNA,77.0
610331,4DATA,70.0
610331,4DOKR,68.0
610331,4GDPR,57.0
610331,4KUBE,69.0
610331,4PENE,58.0
610331,4VIRT,43.0
610331,4CHGM,81.0
610331,4DVOP,60.0
610331,4MLSP,36.0
190738,4ARCH,48.0
190738,4CCNA,44.0
190738,4DATA,49.0
190738,4DOKR,96.0
190738,4GDPR,74.0
190738,4KUBE,70.0
190738,4PENE,53.0
190738,4VIRT,92.0
190738,4CHGM,45.0
190738,4DVOP,51.0
190738,4MLSP,78.0
505683,4ARCH,43.0
505683,4CCNA,69.0
505683,4DATA,61.0
505683,4DOKR,63.0
505683,4GDPR,55.0
505683,4KUBE,43.0
505683,4PENE,49.0
505683,4VIRT,52.0
505683,4CHGM,45.0
505683,4DVOP,34.0
505683,4MLSP,40.0
103197,4ARCH,33.0
103197,4CCNA,59.0
103197,4DATA,65.0
103197,4DOKR,81.0
103197,4GDPR,53.0
103197,4KUBE,81.0
103197,4PENE,49.0
103197,4VIRT,57.0
103197,4CHGM,72.0
103197,4DVOP,79.0
103197,4MLSP,49.0
450465,4ARCH,72.0
450465,4CCNA,53.0
450465,4DATA,53.0
450465,4DOKR,63.0
450465,4GDPR,65.0
450465,4KUBE,64.0
450465,4PENE,55.0
450465,4VIRT,47.0
450465,4CHGM,38.0
450465,4DVOP,69.0
450465,4MLSP,51.0
760279,4ARCH,49.0
760279,4CCNA,39.0
760279,4DATA,42.0
760279,4DOKR,55.0
760279,4GDPR,62.0
760279,4KUBE,51.0
760279,4PENE,57.0
760279,4VIRT,54.0
760279,4CHGM,32.0
760279,4DVOP,43.0
760279,4MLSP,53.0
881828,4ARCH,27.0
881828,4CCNA,46.0
881828,4DATA,64.0
881828,4DOKR,36.0
881828,4GDPR,52.0
881828,4KUBE,71.0
881828,4PENE,83.0
881828,4VIRT,54.0
881828,4CHGM,52.0
881828,4DVOP,61.0
881828,4MLSP,40.0
574225,4ARCH,53.0
574225,4CCNA,76.0
574225,4DATA,68.0
574225,4DOKR,39.0
574225,4GDPR,79.0
574225,4KUBE,69.0
574225,4PENE,67.0
574225,4VIRT,64.0
574225,4CHGM,62.0
574225,4DVOP,74.0
574225,4MLSP,23.0
198152,4ARCH,32.0
198152,4CCNA,55.0
198152,4DATA,40.0
198152,4DOKR,62.0
198152,4GDPR,65.0
198152,4KUBE,47.0
198152,4PENE,61.0
198152,4VIRT,75.0
198152,4CHGM,60.0
198152,4DVOP,61.0
198152,4MLSP,58.0
399736,4ARCH,52.0
399736,4CCNA,84.0
399736,4DATA,46.0
399736,4DOKR,62.0
399736,4GDPR,32.0
399736,4KUBE,30.0
399736,4PENE,66.0
399736,4VIRT,46.0
399736,4CHGM,79.0
399736,4DVOP,59.0
399736,4MLSP,75.0
656893,4ARCH,62.0
656893,4CCNA,82.0
656893,4DATA,67.0
656893,4DOKR,67.0
656893,4GDPR,33.0
656893,4KUBE,57.0
656893,4PENE,66.0
656893,4VIRT,48.0
656893,4CHGM,59.0
656893,4DVOP,45.0
656893,4MLSP,70.0
383466,4ARCH,62.0
383466,4CCNA,64.0
383466,4DATA,68.0
383466,4DOKR,68.0
383466,4GDPR,68.0
383466,4KUBE,62.0
383466,4PENE,33.0
383466,4VIRT,74.0
383466,4CHGM,62.0
383466,4DVOP,76.0
383466,4MLSP,64.0
694938,4ARCH,31.0
694938,4CCNA,56.0
694938,4DATA,54.0
694938,4DOKR,46.0
694938,4GDPR,76.0
694938,4KUBE,56.0
694938,4PENE,52.0
694938,4VIRT,72.0
694938,4CHGM,73.0
694938,4DVOP,65.0
694938,4MLSP,46.0
594800,4ARCH,51.0
594800,4CCNA,60.0
594800,4DATA,64.0
594800,4DOKR,64.0
594800,4GDPR,60.0
594800,4KUBE,57.0
594800,4PENE,46.0
594800,4VIRT,56.0
594800,4CHGM,82.0
594800,4DVOP,28.0
594800,4MLSP,46.0
115050,4ARCH,54.0
115050,4CCNA,77.0
115050,4DATA,56.0
115050,4DOKR,60.0
115050,4GDPR,47.0
115050,4KUBE,46.0
115050,4PENE,46.0
115050,4VIRT,54.0
115050,4CHGM,75.0
115050,4DVOP,55.0
115050,4MLSP,52.0
244287,4ARCH,51.0
244287,4CCNA,69.0
244287,4DATA,55.0
244287,4DOKR,72.0
244287,4GDPR,70.0
244287,4KUBE,56.0
244287,4PENE,63.0
244287,4VIRT,52.0
244287,4CHGM,54.0
244287,4DVOP,69.0
244287,4MLSP,64.0
112108,4ARCH,53.0
112108,4CCNA,62.0
112108,4DATA,47.0
112108,4DOKR,69.0
112108,4GDPR,53.0
112108,4KUBE,60.0
112108,4PENE,47.0
112108,4VIRT,89.0
112108,4CHGM,30.0
112108,4DVOP,56.0
112108,4MLSP,67.0
556166,4ARCH,54.0
556166,4CCNA,59.0
556166,4DATA,50.0
556166,4DOKR,40.0
556166,4GDPR,31.0
556166,4KUBE,36.0
556166,4PENE,84.0
556166,4VIRT,76.0
556166,4CHGM,42.0
556166,4DVOP,45.0
556166,4MLSP,57.0
514277,4ARCH,43.0
514277,4CCNA,56.0
514277,4DATA,50.0
514277,4DOKR,56.0
514277,4GDPR,34.0
514277,4KUBE,83.0
514277,4PENE,60.0
514277,4VIRT,38.0
514277,4CHGM,65.0
514277,4DVOP,60.0
514277,4MLSP,65.0
677326,4ARCH,38.0
677326,4CCNA,69.0
677326,4DATA,38.0
677326,4DOKR,52.0
677326,4GDPR,74.0
677326,4KUBE,66.0
677326,4PENE,84.0
677326,4VIRT,63.0
677326,4CHGM,38.0
677326,4DVOP,30.0
677326,4MLSP,48.0
110650,4ARCH,45.0
110650,4CCNA,73.0
110650,4DATA,42.0
110650,4DOKR,57.0
110650,4GDPR,80.0
110650,4KUBE,55.0
110650,4PENE,15.0
110650,4VIRT,62.0
110650,4CHGM,46.0
110650,4DVOP,49.0
110650,4MLSP,48.0
758262,4ARCH,63.0
758262,4CCNA,61.0
758262,4DATA,37.0
758262,4DOKR,64.0
758262,4GDPR,61.0
758262,4KUBE,54.0
758262,4PENE,62.0
758262,4VIRT,45.0
758262,4CHGM,52.0
758262,4DVOP,37.0
758262,4MLSP,46.0
827421,4ARCH,83.0
827421,4CCNA,59.0
827421,4DATA,57.0
827421,4DOKR,48.0
827421,4GDPR,59.0
827421,4KUBE,44.0
827421,4PENE,65.0
827421,4VIRT,73.0
827421,4CHGM,78.0
827421,4DVOP,33.0
827421,4MLSP,70.0
963831,4ARCH,53.0
963831,4CCNA,65.0
963831,4DATA,73.0
963831,4DOKR,64.0
963831,4GDPR,48.0
963831,4KUBE,64.0
963831,4PENE,56.0
963831,4VIRT,52.0
963831,4CHGM,58.0
963831,4DVOP,57.0
963831,4MLSP,72.0
684645,4ARCH,63.0
684645,4CCNA,52.0
684645,4DATA,66.0
684645,4DOKR,87.0
684645,4GDPR,55.0
684645,4KUBE,72.0
684645,4PENE,41.0
684645,4VIRT,72.0
684645,4CHGM,43.0
684645,4DVOP,68.0
684645,4MLSP,65.0
718753,4ARCH,65.0
718753,4CCNA,56.0
718753,4DATA,50.0
718753,4DOKR,65.0
718753,4GDPR,56.0
718753,4KUBE,72.0
718753,4PENE,56.0
718753,4VIRT,40.0
718753,4CHGM,59.0
718753,4DVOP,55.0
718753,4MLSP,76.0
502287,4ARCH,57.0
502287,4CCNA,53.0
502287,4DATA,75.0
502287,4DOKR,61.0
502287,4GDPR,38.0
502287,4KUBE,14.0
502287,4PENE,70.0
502287,4VIRT,77.0
502287,4CHGM,76.0
502287,4DVOP,49.0
502287,4MLSP,65.0
600143,4ARCH,48.0
600143,4CCNA,49.0
600143,4DATA,55.0
600143,4DOKR,58.0
600143,4GDPR,61.0
600143,4KUBE,44.0
600143,4PENE,57.0
600143,4VIRT,81.0
600143,4CHGM,50.0
600143,4DVOP,53.0
600143,4MLSP,72.0
649046,4ARCH,62.0
649046,4CCNA,50.0
649046,4DATA,70.0
649046,4DOKR,85.0
649046,4GDPR,69.0
649046,4KUBE,44.0
649046,4PENE,51.0
649046,4VIRT,71.0
649046,4CHGM,81.0
649046,4DVOP,58.0
649046,4MLSP,46.0
367948,4ARCH,39.0
367948,4CCNA,52.0
367948,4DATA,77.0
367948,4DOKR,67.0
367948,4GDPR,73.0
367948,4KUBE,43.0
367948,4PENE,71.0
367948,4VIRT,73.0
367948,4CHGM,56.0
367948,4DVOP,35.0
367948,4MLSP,94.0
924270,4ARCH,56.0
924270,4CCNA,67.0
924270,4DATA,51.0
924270,4DOKR,49.0
924270,4GDPR,51.0
924270,4KUBE,31.0
924270,4PENE,55.0
924270,4VIRT,79.0
924270,4CHGM,47.0
924270,4DVOP,51.0
924270,4MLSP,62.0
705093,4ARCH,52.0
705093,4CCNA,72.0
705093,4DATA,48.0
705093,4DOKR,75.0
705093,4GDPR,49.0
705093,4KUBE,69.0
705093,4PENE,65.0
705093,4VIRT,72.0
705093,4CHGM,55.0
705093,4DVOP,52.0
705093,4MLSP,52.0
450628,4ARCH,68.0
450628,4CCNA,77.0
450628,4DATA,69.0
450628,4DOKR,48.0
450628,4GDPR,60.0
450628,4KUBE,39.0
450628,4PENE,46.0
450628,4VIRT,48.0
450628,4CHGM,83.0
450628,4DVOP,44.0
450628,4MLSP,47.0
728488,4ARCH,66.0
728488,4CCNA,51.0
728488,4DATA,86.0
728488,4DOKR,54.0
728488,4GDPR,87.0
728488,4KUBE,48.0
728488,4PENE,13.0
728488,4VIRT,59.0
728488,4CHGM,56.0
728488,4DVOP,49.0
728488,4MLSP,48.0
572301,4ARCH,31.0
572301,4CCNA,53.0
572301,4DATA,65.0
572301,4DOKR,62.0
572301,4GDPR,67.0
572301,4KUBE,63.0
572301,4PENE,76.0
572301,4VIRT,34.0
572301,4CHGM,60.0
572301,4DVOP,71.0
572301,4MLSP,48.0
206770,4ARCH,95.0
206770,4CCNA,57.0
206770,4DATA,70.0
206770,4DOKR,76.0
206770,4GDPR,67.0
206770,4KUBE,62.0
206770,4PENE,54.0
206770,4VIRT,88.0
206770,4CHGM,59.0
206770,4DVOP,79.0
206770,4MLSP,77.0
345727,4ARCH,66.0
345727,4CCNA,40.0
345727,4DATA,79.0
345727,4DOKR,66.0
345727,4GDPR,63.0
345727,4KUBE,69.0
345727,4PENE,71.0
345727,4VIRT,63.0
345727,4CHGM,26.0
345727,4DVOP,62.0
345727,4MLSP,72.0
456561,4ARCH,89.0
456561,4CCNA,69.0
456561,4DATA,58.0
456561,4DOKR,39.0
456561,4GDPR,35.0
456561,4KUBE,52.0
456561,4PENE,68.0
456561,4VIRT,59.0
456561,4CHGM,67.0
456561,4DVOP,60.0
456561,4MLSP,55.0
954226,4ARCH,44.0
954226,4CCNA,69.0
954226,4DATA,73.0
954226,4DOKR,58.0
954226,4GDPR,67.0
954226,4KUBE,63.0
954226,4PENE,60.0
954226,4VIRT,80.0
954226,4CHGM,56.0
954226,4DVOP,64.0
954226,4MLSP,68.0
169676,4ARCH,49.0
169676,4CCNA,60.0
169676,4DATA,71.0
169676,4DOKR,72.0
169676,4GDPR,39.0
169676,4KUBE,46.0
169676,4PENE,59.0
169676,4VIRT,82.0
169676,4CHGM,21.0
169676,4DVOP,52.0
169676,4MLSP,51.0
844066,4ARCH,77.0
844066,4CCNA,36.0
844066,4DATA,98.0
844066,4DOKR,49.0
844066,4GDPR,70.0
844066,4KUBE,52.0
844066,4PENE,36.0
844066,4VIRT,62.0
844066,4CHGM,44.0
844066,4DVOP,50.0
844066,4MLSP,39.0
242967,4ARCH,70.0
242967,4CCNA,41.0
242967,4DATA,68.0
242967,4DOKR,35.0
242967,4GDPR,64.0
242967,4KUBE,88.0
242967,4PENE,61.0
